id,text,sentiment
8715,Will buy again and shipping was fast 😊,positive
8716,Will buy again,positive
8717,Awful quality so bad,negative
8718,"Not bad, not great so the quality is great so-so",neutral
8719,Absolutely fantastic experience as it works well 😊,positive
8720,Never buying again as packaging was good dislike,negative
8721,Note: Awful quality dislike,negative
8722,Very disappointed so bad,negative
8723,Worst purchase ever because the quality is great horrible,negative
8724,Worst purchase ever as it works well,negative
8725,I love this product,positive
8726,Very disappointed,negative
8727,Awful quality so shipping was fast horrible,negative
8728,Five stars loved it,positive
8729,Awful quality horrible,negative
8730,"Not bad, not great as packaging was good",neutral
8731,Will buy again,positive
8732,Five stars,positive
8733,I hate this terrible!,negative
8734,Completely unsatisfied,negative
8735,Highly recommend it and it works well,positive
8736,Highly recommend it as customer service helped 👍,positive
8737,Awful quality,negative
8738,It was okay and it works well ,neutral
8739,Would not recommend,negative
8740,Never buying again horrible,negative
8741,"FYI, Very disappointed horrible",negative
8742,Note: Very disappointed and shipping was fast 👎,negative
8743,Note: Terrible experience,negative
8744,Would not recommend and packaging was good,negative
8745,Note: This ruined my day so bad,negative
8746,This made my day because the quality is great,positive
8747,It was okay so customer service helped,neutral
8748,Exceeded my expectations and the quality is great pleasant,positive
8749,Worst purchase ever,negative
8750,I hate this awful,negative
8751,Never buying again 😡,negative
8752,Fine for the price,neutral
8753,So happy with the service,positive
8754,Completely unsatisfied,negative
8755,"Just saying, Standard alright",neutral
8756,"Just saying, Exceeded my expectations so it works well",positive
8757,I hate this because the quality is great 😡,negative
8758,Terrible experience 😡,negative
8759,Average product so shipping was fast .,neutral
8760,Note: Worst purchase ever 👎,negative
8761,Absolutely fantastic experience as packaging was good so good,positive
8762,One star as it works well 😡,negative
8763,So happy with the service 👍,positive
8764,"FYI, Very disappointed and it works well",negative
8765,I hate this 😡,negative
8766,Worst purchase ever as customer service helped,negative
8767,Terrible experience,negative
8768,Top quality and great value,positive
8769,Exceeded my expectations pleasant,positive
8770,I hate this,negative
8771,Note: Very disappointed,negative
8772,"FYI, I hate this",negative
8773,This made my day,positive
8774,Worst purchase ever,negative
8775,Top quality and great value pleasant,positive
8776,Best purchase ever 👍,positive
8777,Note: Completely unsatisfied so customer service helped 👎,negative
8778,Top quality and great value so customer service helped pleasant,positive
8779,Highly recommend it great!,positive
8780,Very disappointed dislike,negative
8781,Best purchase ever as shipping was fast so good,positive
8782,Worst purchase ever so packaging was good 😡,negative
8783,Will buy again great!,positive
8784,Never buying again,negative
8785,Would not recommend so it works well,negative
8786,Never buying again so the quality is great so bad,negative
8787,Will buy again so good,positive
8788,Terrible experience so shipping was fast dislike,negative
8789,Awful quality,negative
8790,Exceeded my expectations,positive
8791,Highly recommend it great!,positive
8792,Absolutely fantastic experience as customer service helped,positive
8793,Awful quality,negative
8794,Terrible experience and it works well,negative
8795,Top quality and great value so good,positive
8796,One star as the quality is great,negative
8797,Top quality and great value,positive
8798,Top quality and great value,positive
8799,One star so shipping was fast 😡,negative
8800,Would not recommend because it works well,negative
8801,Completely unsatisfied dislike,negative
8802,Highly recommend it and shipping was fast 😊,positive
8803,Top quality and great value,positive
8804,Would not recommend,negative
8805,Note: Top quality and great value great!,positive
8806,Fine for the price so customer service helped .,neutral
8807,Five stars as customer service helped,positive
8808,It was okay because the quality is great ,neutral
8809,It was okay because it works well alright,neutral
8810,Note: Exceeded my expectations as the quality is great pleasant,positive
8811,Will buy again so the quality is great,positive
8812,Awful quality and packaging was good horrible,negative
8813,Top quality and great value as the quality is great,positive
8814,Very disappointed so it works well 😡,negative
8815,I love this product because the quality is great pleasant,positive
8816,Never buying again and it works well,negative
8817,This made my day as it works well,positive
8818,Terrible experience because the quality is great horrible,negative
8819,Terrible experience so bad,negative
8820,Awful quality,negative
8821,One star because shipping was fast 👎,negative
8822,Highly recommend it as customer service helped,positive
8823,Exceeded my expectations as packaging was good,positive
8824,It was okay ,neutral
8825,Fine for the price so customer service helped ,neutral
8826,This made my day,positive
8827,Would not recommend dislike,negative
8828,"Not bad, not great",neutral
8829,Standard and shipping was fast,neutral
8830,I love this product,positive
8831,Terrible experience,negative
8832,"Just saying, Average product and packaging was good",neutral
8833,"Just saying, One star as the quality is great",negative
8834,Five stars,positive
8835,I love this product as the quality is great so good,positive
8836,Never buying again because packaging was good dislike,negative
8837,So happy with the service,positive
8838,One star,negative
8839,One star because packaging was good awful,negative
8840,Terrible experience because it works well so bad,negative
8841,Best purchase ever as packaging was good,positive
8842,Terrible experience,negative
8843,Never buying again 😡,negative
8844,So happy with the service,positive
8845,So happy with the service,positive
8846,Top quality and great value,positive
8847,So happy with the service as shipping was fast so good,positive
8848,Five stars 😊,positive
8849,Very disappointed because shipping was fast dislike,negative
8850,Highly recommend it as customer service helped so good,positive
8851,Would not recommend,negative
8852,Awful quality and shipping was fast,negative
8853,Worst purchase ever so packaging was good horrible,negative
8854,Very disappointed 👎,negative
8855,"Just saying, Best purchase ever",positive
8856,Completely unsatisfied,negative
8857,Standard,neutral
8858,This ruined my day because packaging was good,negative
8859,It works as expected and shipping was fast,neutral
8860,Very disappointed awful,negative
8861,One star so shipping was fast,negative
8862,Would not recommend and customer service helped dislike,negative
8863,This ruined my day as packaging was good,negative
8864,Terrible experience so the quality is great dislike,negative
8865,I love this product because the quality is great amazing,positive
8866,Never buying again and the quality is great 👎,negative
8867,Worst purchase ever because it works well,negative
8868,Would not recommend and the quality is great,negative
8869,Awful quality,negative
